Q_ID,Domain,Question,Answer,Difficulty,Source
816,SWE,"Recall the pipe and filter software architecture, in
which filters transform input streams to output streams, and pipes connect up filters. In this problem, you
will implement a number of methods for working with pipes and filters.
In this problem, a filter is an object that implements the following interface:
interface Filter <T> {
T next (); // returns null if no next element
}
In words: A Filter is an object f such that calling f.next(); returns the next element from the filter. Notice
that a filter is parameterized by its output type.
For example, here is a filter that consumes integers from its input and returns their squares:
class Square {
Filter <Integer> g;
Square( Filter <Integer> g) { this .g = g; }
Integer next() {
Integer i = g.next ();
if ( i == null) { return null ; }
return i∗i ;
}
For example, if g is a filter such that calling g.next() successively returns 0, 1, 2, 3, null, null, . . ., then if we
set f = new Square(g), then calling f.next() will successively return 0, 1, 4, 9, null, null, . . ..
For some of the problems below, you’ll need to use the following utility class:
class Pair<K,V>
Pair(K k, V v) − construct a pair of key k and value v
getKey() − return the key
getValue() − return the value

Write a filter Zip such that, if f is a filter such that f.next() returns f0, f1, . . ., and g is a filter
such that g.next() returns g0, g1, . . ., then if z = new Zip(f, g), then z.next() returns new Pair(f0, g0), new
Pair(f1, g1), . . .. If either f.next() or g.next() returns null, then z.next() should return null (not new Pair(null,
null)!).","class Zip implements Filter<Pair<T, U>> {
Filter <T> f; Filter<U> g;
Zip( Filter <T> f, Filter<U> g) { this.f = f; this .g = g; }
Pair<T, U> next() {
T left = f.next (); U right = g.next ();
if ( left == null || right == null) { return null ; }
return new Pair( left , right );
} }",Hard,'
817,SWE,"Recall the pipe and filter software architecture, in
which filters transform input streams to output streams, and pipes connect up filters. In this problem, you
will implement a number of methods for working with pipes and filters.
In this problem, a filter is an object that implements the following interface:
interface Filter <T> {
T next (); // returns null if no next element
}
In words: A Filter is an object f such that calling f.next(); returns the next element from the filter. Notice
that a filter is parameterized by its output type.
For example, here is a filter that consumes integers from its input and returns their squares:
class Square {
Filter <Integer> g;
Square( Filter <Integer> g) { this .g = g; }
Integer next() {
Integer i = g.next ();
if ( i == null) { return null ; }
return i∗i ;
}
For example, if g is a filter such that calling g.next() successively returns 0, 1, 2, 3, null, null, . . ., then if we
set f = new Square(g), then calling f.next() will successively return 0, 1, 4, 9, null, null, . . ..
For some of the problems below, you’ll need to use the following utility class:
class Pair<K,V>
Pair(K k, V v) − construct a pair of key k and value v
getKey() − return the key
getValue() − return the value

Suppose f is a Filter<Pair<T, U>> such that f.next() returns (f0, g0), (f1, g1), . . ., where
(x, y) is shorthand for new Pair(x, y). Write a method split such that if p = split(f), then p is a Pair<Filter<T>,
Filter<U>> that behaves as follows. Let k = p.getKey() and v = p.getValue(). Then k.next() returns f0, f1,
. . ., and v.next() returns g0, g1, . . .. The calls to k.next() and v.next() may be interleaved, and it should not
affect the result. For example, k.next(); v.next(); k.next(); v.next(); would return f0, g0, f1, g1, and k.next();
k.next(); v.next(); v.next(); would return f0, f1, g0, g1. Hint: You will also need to create at least one new
class.","<T, U> Pair<Filter<T>, Filter<U>> split(Filter<Pair<T, U>> f) {
return new Buffer<T,U>(f).split();
}
class Buffer<T, U> {
List<> lefts = new LinkedList<T>();
List<> rights = new LinkedList<U>();
Filter <Pair<T, U>> f;
Buffer ( Filter <Pair<T,U>> f) { this.f = f; }
void getNext() {
Pair<T, U> p = f.next();
if (p != null) { lefts .addLast(p.getKey()); rights .addLast(p.getValue ()); }
}
T nextLeft() {
if ( lefts . size () == 0) { getNext(); }
if ( lefts . size () == 0) { return null; }
return lefts . removeFirst ();
}
T nextRight() {
if ( rights . size () == 0) { getNext(); }
if ( rights . size () == 0) { return null; }
return rights . removeFirst ();
}
Pair<Filter<T>, Filter<U>> split() {
return new Pair(new Filter<T>() { T next() { return nextLeft(); } },
new Filter<U>() { U next() { return nextRight(); } });
}
}",Hard,'
818,SWE,"A future is a computation that is run in a separate thread while
the main thread continues its own work. At some time in the future, the main thread gets the result of the
future, which either returns the future’s result immediately, if the future was already finished, or it blocks
until the future is finished and then returns. Implement the following generalization of futures. You can
use threads, locks, and condition variables (wait/notifyAll or await/signalAll). You may not use
other parts of java.util.concurrent. Feel free to add comments to your code. We will give partial
credit if the comments are right, even if the code is not
// A callable is an object with a call method that returns a result .
// The callables are the computations that are run in separate threads .
interface Callable <V> { V call(); }
class Future<V> { // A Future is paramterized by the type it returns
Future( Callable <V>[] cs); // The constructor takes an array of n callables to run.
// Calling start launches n threads , one for each callable passed to the constructor . Each
// thread invokes the call methods of the callables .
void start ();
// Some time after start () has been called , the code may call getFirst (), which has the following behavior:
// ∗ If none of the threads has finished , it blocks
// ∗ As soon as one thread has finished , it returns the value computed by that thread’s callable .
// ∗ If more than one thread has finished or finishes at once, either thread’ s result may be returned.
// ∗ You don’t need to worry about stopping the threads that haven’t yet finished .
// ∗ Multiple calls to getFirst should always return the same value.
V getFirst ();
}","class Future<V> {
boolean[] done;
V[] results ;
Task<V>[] tasks;
class Task<V> extends Thread {
int i ;
Callable <V> c;
Task(int i , Callable <V> c) { this.i = i; this .c = c; }
void run() {
V v = c. call ();
synchronized(Future.this ) { done[i ] = true; results [ i ] = v; Future. this . notifyAll (); }
// could also use a ReentrantLock!
}
Future( Callable <V>[] cs) {
done = new boolean[cs.length];
results = new V[cs.length];
tasks = new Task<V>[cs.length];
for (int i = 0; i < cs.length ; i++) { tasks[i] = new Task(i, cs[ i ]); }
}
void start () { for (Task<V> t : tasks) { t. start (); } }
V synchronized getFirst () {
int j = −1;
while (true) {
for (int i = 0; i < done.length; i++} { if (done[i ]) { j = i; break; } }
if (j != −1) { break; }
wait ();
}
return results [ j ];
} }

The above solution saves all the results from the different threads, which would be useful if there
were other ways besides getFirst to look at the results. But since this particular interface only
has getFirst in it, here’s an alternative, simpler solution:
class Future<V> {
boolean done;
Callable <V>[] cs;
V result ;
Future( Callable <V>[] cs) {
this . cs = cs;
}
class Caller extends Thread {
Callable <V> callable;
public Caller ( Callable <V> callable) {
this . callable = callable ;
}
public void run() {
V res = callable . call ();
synchronized (Future. this ) {
if (!done) {
done = true;
result = res;
Future. this . notifyAll ();
} } } }
void start () {
for ( Callable <V> callable : cs) {
new Caller( callable ). start ();
} }
synchronized V getFirst () throws InterruptedException {
if (done) {
return result ;
}
this . wait ();
return result ;
} }",Hard,'
819,SWE,"Give an example of a design pattern whose use is obvious from a class diagram but not
from a sequence diagram. (Don’t choose one that is built into (some) programming languages, such
as inheritance.) Explain why, in 1 sentence.","Composite: the members of a class are of a type that allows similar operations (perhaps they implement an interface in common with the container class). Observer: especially easy if there’s an
hobservesi notation on an arrow.
For many patterns it’s possible to argue either way (and we were looking for your argument, not
just a name). A common pitfall here was conflating class and object diagrams.",Easy,https://courses.cs.washington.edu/courses/cse403/11sp/old-exams/11sp-midterm-solutions.pdf
820,SWE,"Give an example of a design pattern whose use is obvious from a sequence diagram but not
from a class diagram. (Don’t choose one that is built into (some) programming languages, such as
iteration.) Explain why, in 1 sentence","Factory: an actor creates an object in response to a call, and the caller subsequently sends messages
to the newly created object. Decorator: every message to the decorator object is followed by a call
to the object it decorates.",Easy,'
821,SWE,"Consider two components A and B. Two software engineers, Laurel and Hardy, measure the
dependences between A and B. Laurel uses these dependences when computing cohesion, and Hardy
uses these dependences when computing coupling. Is this possible, if both engineers are performing
a sensible and useful computation? In 1–2 sentences, explain why or why not.","Yes. Laurel is considering a larger module C that contains both A and B as implementation details.
Hardy is considering the implementation of C, and thinking of A and B as modules.",Medium,'
822,SWE,"In 1 sentence each, give two distinct reasons that you should not commit compiled code
(such as .o or .class files) to a version control repository.","• Merge conflicts cannot be resolved. Another way of saying the same thing is that binary files
are not diffable (by the standard text-based diff algorithms).
• Repetition of information in source and binary forms violates the DRY (don’t repeat yourself)
principle.
• Binary files such as .o files are architecture-dependent and may not be useful to others.
• Binary files may contain information such as timestamps that is guaranteed to create a conflict
even if generated from the same source code by others.
• Bloat in the VCS because differences are huge.
• Timestamps might not be preserved.
• If there is a check-in without compiling, then they can be inconsistent with the source code.",Easy,'
823,SWE,"It is cheaper and faster to fix known bugs before you write new code. Why? In one phrase
or sentence each, give three reasons. Give reasons that are as different from one another as possible.","• You are familiar with the code now. A related reason is that the bug will be harder to find and
fix later.
• Later code may depend on this code. A related reason is that a bug may reveal a fundamental
problem.
• Leaving all bugs to the end will make it harder to understand and keep to the schedule, because
it’s hard to predict how long bug fixing will take.
• An overfull bug database is demoralizing and is likely to be ignored.
• You will be able to add tests for the bug once it’s been fixed to avoid future issues.
• Avoid feature creep",Medium,'
824,SWE,"After you find a bug but before fixing it, you should create a test case for it. In one sentence
each, give three reasons that this is a good idea. Give reasons that are as distinct as possible.","• Ensures that your fix solves the problem. Don’t add a test that succeeded to begin with! A
related reason is to avoid writing a test for a bug that you fixed, but that isn’t the problem
indicated by the original bug fix.
• It helps you understand the bug and define the desired system behavior. (“It documents the
bug” or “it informs others of the bug” is wrong, because it is the purpose of your bug tracking
system to document your bugs. If you meant something different, such as the good answers
listed here, then please be more specific.)
• It helps you know when you are done with bug fixing. A related reason is repeatability, and
efficiency when debugging: the test is easy to run in an automated way to determine whether
your fix works.
Here are some more answers we accepted, even though they are really just reasons to write a test
at all, and not reasons to write the test before you fix the bug:
• Helps to populate test suite with good tests. The test case may reveal other problems also, that
would make sense to fix at the same time.
• Protects against reversions that reintroduce bug. It happened at least once, and it might
happen again.",Medium,'
825,SWE," Consider a wrapper whose implementation logs each call that occurs.
In no more than 2 sentences each, explain when the wrapper should be considered a decorator (and
why), and when that same wrapper should be considered a proxy (and why).","• Decorator: A decorator has different functionality but the same interface as the delegate.
If the wrapper’s specification requires it to do the logging, then it should be considered a
decorator.
• Proxy: A proxy has the same functionality and the same interface as the delegate. If the
wrapper has a lenient specification that permits but does not require it to perform logging,
then it should be considered a proxy.",Easy,'
826,SWE,"Recall that the interning pattern guarantees that any two objects with the same abstract
value are represented by just one concrete object. Answer each part in one sentence.
Give a usage pattern (or its characteristics) in which the interning pattern uses less memory,
compared to not using it, and explain why.","A compiler symbol table, in which most symbols are used multiple times, so eliminating duplication saves memory.",Easy,'
827,SWE,"Recall that the interning pattern guarantees that any two objects with the same abstract
value are represented by just one concrete object. Answer each part in one sentence.
Give a usage pattern (or its characteristics) in which the interning pattern uses more memory,
compared to not using it, and explain why.","A situation in which most objects have different values, so the overhead of the hash table
used by the interning implementation outweighs the reduction in memory used by duplicate
objects.",easy,'
828,SWE,"Recall that the interning pattern guarantees that any two objects with the same abstract
value are represented by just one concrete object. Answer each part in one sentence.
Give a usage pattern (or its characteristics) in which the interning pattern uses less time, compared to not using it, and explain why. Ignore effects that are really due to memory use, such as
faster allocation.","Interning makes comparisons complete faster (the equals method always first checks object
equality), so if there are many comparisons, the speedup outweighs the time cost of interning,
which is a search for an equal object.",easy,'
829,SWE,"Recall that the interning pattern guarantees that any two objects with the same abstract
value are represented by just one concrete object. Answer each part in one sentence.
Give a usage pattern (or its characteristics) in which the interning pattern uses more time, compared to not using it, and explain why. Ignore effects that are really due to memory use, such as
thrashing.","If few equality checks are performed, then the speedup does not outweigh the time cost of
performing interning. The main goal of interning is to save memory, so interning can be
worthwhile even if it slows down the program.",easy,'
830,SWE,List the stages of the waterfall software process.,"requirements gathering / analysis, specification, design, implementation / coding,
testing, integration, usage / product testing / maintenance",easy,https://hkn.eecs.berkeley.edu/examfiles/cs169_fa04_mt1.pdf
831,SWE,Describe briefly the difference between specifications and design.,"specifications are a concise and complete description of user requirements (""what"");
design is a technical plan for implementation of code which fulfills those specifications
(""how"").",easy,'
832,SWE,What is a risk of using the waterfall software process?,"risk of not catching errors (in any stage) till too late; risk of requirements
changing during development; risk of long waits before anything works.",easy,'
833,SWE,"In extreme programming, what code do you write before you write a module? Explain why.","unit tests and testing infrastructure are written before the declarative code
for each module. This focuses the programmer on meeting the specified functionality
exactly, protecting him from unbounded abstraction. Unit tests are also clearly
helpful in detecting failures later.",easy,'
834,SWE,What is the connection between extreme programming and refactoring?,"Refactoring is central to XP, which emphasizes working, small-scope code and frequent
iteration. such practices demand constant structural redesign, which is refactoring:
reorganizing without changing functionality. Through this process the codebase
is both flexible and robust.",Medium,'
835,SWE,What is one problem with informal specifications?,"Informality usually implies ambiguity, which defeats their purpose as specifications.
This problem is inherent in specifications written in natural language prose,
so we frequently use more precise means of communication, such as graphs, in the
specification process.",easy,'
836,SWE,"When debugging programs, do you turn compiler optimizations on or off? Why?","You first turn them off, because otherwise the debugger will not be able to correlate
the executable with the source code. Then you turn them on, to find if the bug
only appears in the optimized version (e.g., due to timing issues)",easy,'
837,SWE,"In the delta debugging algorithm, why can you have unresolved tests?","There may be combinations of tests for which the program does not compile, or
does not run.",easy,'
838,SWE,Explain why 100% path coverage is not always sufficient to ensure absence of bugs.,"There are many good answers here. One that is shorter than what we expected,
is that testing cannot prove the absence of bugs. Also good answers, is that
just because you have tried all the paths at least once, it does not mean that
you have tried them with all input values. Many people also pointed out that
in code with loops the bug may surface only in a late iteration of the loop.",easy,'
839,SWE,Why are data races hard to debug?,"Data races may manifest themselves only in rare interleaving of instructions, and the
scheduler does not interleave the threads in exactly the same way every time (depending
on the system, the system load, the needs and priorities of other processes that are running,
etc). Because races are often rare, it is difficult to find in the first place, and difficult
to track down (and to tell when you’ve fixed it) because you cannot reproduce it predictably.",easy,'
840,SWE,"In a multi-threaded program do you have to worry about data races on local variables?
Explain your answer.","No, you do not have to worry about data races on local variables. Local variables are
not shared between threads, only global variables are. A local variable can be a pointer
to (shared) global data, but in this case it is the global data that needs to be locked
to protect from data races not the local pointer (all access to that shared data need
to use the same global lock).",easy,'
841,SWE,"Consider the following sequence of actions taken by one thread. Fill in the two columns
corresponding to the locksets of x and y inferred by Eraser. For each action, write the lockset
inferred after seeing that action. Consider only the basic Eraser algorithm (the one that does
not handle initialization and does not distinguish between read and write locks).","          x.       y
initial { a, b} { a, b}
1. lock(a)
2. y = 0
{ a }
3. lock(b)
4. x = y
{a, b} { a }
5. unlock(a)
6. x = y + 1
{ b } {}
7. unlock(b)
8. lock(a)
9. x = 1
{} {}
10. unlock(a)",hard,'
842,SWE,"Explain what does it mean for a static analysis to be conservative? Give an example on which
type checking is conservative.","Static analysis is conservative in that it produces false positives. For example,
static type checking will complain about the following:
char x; if(!y) x = ""string"";
even when it is guaranteed in your program that y is never equal to 0 (or false).",medium,'
843,SWE,Write below some advantages of run-time monitoring.,"does not require source code
(and is language-agnostic),
can find errors that are
caused by the environment
(and thus can only be found
by running the code or by
extremely conservative static
analysis), can be used by
programmer to easily check
for an invariant or suspected
bug (e.g. asserts), does
not give false positives
about paths that are not
possible in the program or
about assignments that are
not explicitly casted (but
probably should be) but
that the programmer knows
are correct in the range of
values used by the program",medium,'
844,SWE,Write below some advantages of static analyses.,"checks all possible execution
paths even if they are not
covered by a testcase, does
not degrade performance
at runtime, does not
require running the program
(halting problem, program
might run for a long time,
etc), enables higher-level
understanding of program
(possible to have knowledge
of past, present, and future
instead of just past and
present)",medium,'
845,SWE,What is regression testing and how do you use it effectively?,"Regression testing is a testing strategy where every time you find a bug you write
a test case to exhibit the bug, fix the bug, and add the test case to your test
suite. Ideally you run this entire test suite regularly on the program as it
changes (at CVS checkin, at every build, etc). This way you ensure that old bugs
do not reappear without you noticing (which happens frequently)",easy,'
846,SWE,"Now consider the following code. A program may or may not need the value of
pi to 1000 digits. Since this is an expensive computation, it will only
compute the value if needed, and at most only compute it once, using the
following Java code. Note that the method compute_pi may be called many times by
different threads, but the body of the method is supposed to compute the value of pi only
one time.
 
1 protected Object _my_lock = new Object ();
2 protected BigDecimal _cached_value;
3 public BigDecimal compute_pi () {
4 if (_cached_value == null) {
5 synchronized (_my_lock) {
6 if (_cached_value == null) {
7 // do actual computation, putting result in
8 // the variable _cached_value
9 }
10 }
11 }
12 return _cached_value;
13 } 

Will the code compute pi more than once? Why or why not?","No. It will only compute pi once. Even though more than one thread may reach line 5, the
check inside the synchronized block will ensure that only one thread performs the
calculation. ",Medium,https://hkn.eecs.berkeley.edu/examfiles/cs169_fa02_mt1.pdf
847,SWE,"You are given the following code. (You can scroll down to see the all the code) In this question, we consider the entire program
when calculating coverage.
void coverage(bool a, bool b){
 if (a || b) {
 std::cout << ""1"";
 }
 if (!b || !b || !b || !b) {
 std::cout << ""2"";
 }
}
What is the minimum number of test cases required for 100% statement coverage? Enter a whole number.",1,easy,https://eecs481.org/exams/f24-exam1-key.pdf
848,SWE,"You are given the following code. (You can scroll down to see the all the code) In this question, we consider the entire program
when calculating coverage.
void coverage(bool a, bool b){
 if (a || b) {
 std::cout << ""1"";
 }
 if (!b || !b || !b || !b) {
 std::cout << ""2"";
 }
}
What is the minimum number of test cases required for 100% branch coverage? Enter a whole number",2,easy,'
849,SWE,"You are given the following code. (You can scroll down to see the all the code) In this question, we consider the entire program
when calculating coverage.
void coverage(bool a, bool b){
 if (a || b) {
 std::cout << ""1"";
 }
 if (!b || !b || !b || !b) {
 std::cout << ""2"";
 }
}
What is the minimum number of test cases required for 100% path coverage? Enter a whole number.",3,easy,'
850,SWE,"Now consider the silly_goose function. Answer the following questions.
void silly_goose(bool a, bool b, bool c){
 if ((a || !b) || (c && !a)) {
 STMT_1;
 }
 if ((c && !b) || (a || b)) {
 STMT_2;
 }
 if ((!a && !b) && c){
 STMT_3;
 }
}
How many of the STMT statements does the test case (true, true, true) cover? Write your answer as a whole number. (We
are asking for the statement coverage without the denominator.)",2,Medium,'
851,SWE,"Now consider the silly_goose function. Answer the following questions.
void silly_goose(bool a, bool b, bool c){
 if ((a || !b) || (c && !a)) {
 STMT_1;
 }
 if ((c && !b) || (a || b)) {
 STMT_2;
 }
 if ((!a && !b) && c){
 STMT_3;
 }
}
How many of the branch directions does the suite [(false, false, true), (false, true, false), (false, false,
false)] cover? Write your answer as a whole number. (We are asking for the branch coverage without the denominator.)",6,Medium,'
852,SWE,"Consider the following code.
int func2(int n) {
 if (n <= 1) {
 return n;
 }
 int a = 1;
 int b = 4;
 for (int i = 1; i < n; ++i)
 {
 int c = b - (2 * a);
 a = b;
 b = c;
 }
 return b;

Your mutants can swap between the operators <, == and <= (but no other operators). Your mutants can swap
between the numbers 1, 0 and -1 (but no other numbers). If you are only allowed to mutate the base (line 2), how many
mutants are killed by the test case with input n = 3?",0,Medium,'
853,SWE,"Consider the following code.
int func2(int n) {
 if (n <= 1) {
 return n;
 }
 int a = 1;
 int b = 4;
 for (int i = 1; i < n; ++i)
 {
 int c = b - (2 * a);
 a = b;
 b = c;
 }
 return b;

Your mutants can swap between the operators <, == and <= (but no other operators). Your mutants cannot
change anything else. If you are only allowed to mutate the loop guard (line 7), how many mutants are killed by the test case
with input n = 2?",2,Medium,'
854,SWE,"Compare and contrast two approaches for race condition detection: the dynamic analysis tool Eraser and static code
inspection. Describe one situation in which the former would work well and the latter would not, then describe a situation in
which the latter would work well and the former would not. Reference some of the human factors associated with code
inspection from the lectures and reading. (Use at most six sentences.)","Answers may vary. Dynamic Analysis (e.g., Eraser using Lockset Algorithm): detects race conditions during program execution
with high accuracy which results in performance overhead and limited path coverage. Static analysis provides broader code
coverage without runtime impact but can often create false positives and lacks runtime context. The lecture slides discussed a
number of human factors. For example, on the positive side for formal code inspection, some report that formal code
inspection meetings uncover deeper, more important bugs. On the negative side, formal code inspection can typically only
handle a small number of lines before attention wanes. Perhaps most critically, formal code inspection does not require any
inputs to the program and does not require the code to be working correctly (e.g., to compile). By contrast, Eraser requires the
program to compile and run, and it requires a good set of inputs, but after that it is automatic.",Hard,'
855,SWE,"You are developing a real-time trading system that must process market data and be able to execute trades with low latency.
Describe how dynamic analysis can help ensure the performance and the reliability of your system. What is the relationship
between dynamic analysis utility and test suite coverage? (Use at most 3 sentences.)","Answers may vary. Dynamic analysis can be useful for measuring runtime behavior, identifying performance bottlenecks, and
detecting concurrency issues which may not be able to be detected by static analysis. For example, dynamic analyses can
provide not only ""execution time"" profiling, but also measurements of particular events (e.g., how often a function is called or
how often a resource is allocated). However, dynamic analyses are only as good as their inputs. For example, consider a ""realtime trading system"" program that uses bubblesort. If it is only tested on small examples (e.g., two or three trades that must
be sorted before being processed), it may appear to meet real-time constraints. However, that same dynamic analysis applied
to that program with much larger, more indicative inputs would show a much slower running time. A dynamic analysis cannot
reveal information about lines of code it does not execute.",Medium,'
856,SWE,"Suppose you are interviewing at company Corp481, and you get the following technical question:
Given an array of strings called strs, group the anagrams together. Here, an ""anagram"" is a word or phrase formed by
rearranging the letters of a different word or phrase, typically using all the original letters exactly once. For example, “ate” and
“eat” are anagrams.
What are three questions you may want to ask -- e.g., to help clarify the question, or to help you better understand the task, or
to convince the interviewer that you understand relevant software engineering concepts -- before you start typing any code for
this question?","Possible answers (non-exhaustive list):
a. What letters do strs[i] consist of?
b. Does order matter in the returned anagrams?
c. What is the expected data structure to store the results?
d. What is the maximum number of strings in strs?
e. What is the maximum number of characters in each strs[i]?
f. Can strs be empty?
g. Can strs[i] be empty?",Medium,https://eecs481.org/exams/f22-exam1-key.pdf
857,SWE,"Suppose you are managing a team of software engineers at company Corp481.
After looking through the history of commits, you realized that each individual code change is quite large. You decided to
encourage developers on your team to keep each individual change small going forward.
How would you justify this decision of breaking larger changes into a series of smaller changes? Feel free to cite what you
learned from the lecture slides and/or readings to back up your justifications. Please use at most five sentences","It's easier for code review (From the Henderson’s reading: “Engineers are encouraged to keep each individual change small,
with larger changes preferably broken into a series of smaller changes that a reviewer can easily review in one go."" This also
makes it easier for the author to respond to major changes suggested during the review of each piece; very large changes are
often too rigid and resist reviewer-suggested changes”).
Note: there may be other reasons, and the response should be credited accordingly.",Medium,'
858,SWE,"Suppose you are managing a team of software engineers at company Corp481.
When developing a large project, different components in the project may take different amounts of time to be implemented.
You find that programmers who finish their work early are oftentimes blocked by the work of other programmers. For
example, programmer A cannot proceed to test her function because it requires the output of the function which programmer
B is currently still working on.
In order to improve the overall efficiency of the entire team, what single Software Engineering method can you apply and why
is it a good choice? Please use at most five sentences and include at least two reasons why your method is a good choice.","Mocking. When the full implementation of a method is not yet available, mocking can reduce the degree of dependencies and
allow simultaneous development rather than sequential.",Medium,'
859,SWE,"Suppose you are managing a team of software engineers at company Corp481.
In order to improve productivity, you plan to base developer end-of-year cash bonuses on the following metrics:
a. The number of words of documentation written.
b. The number of code changes accepted during code reviews.
Evaluate the pros and cons of each of these two metrics. Use less than 2 sentences for pros and less than 2 sentences for cons","Note: there may be other reasons, and the response should be credited accordingly.
a. (1)The amount of documentations written: makes documentations unnecessarily verbose and long
b. (2)The number of merge requests accepted during code reviews: this encourages splitting a meaningful merge/pull
request into trivial, small ones. this is also unfair to those developers who are doing tasks that don’t require creating
many merge requests.",Medium,'
860,SWE,"You need to decide whether or not to employ pair programming (i.e., two programmers code up the task together) for a series
of tasks. You will only opt in for pair programming if it leads to an overall lower cost ($$). Otherwise, you would choose to use
individual programming (i.e., one developer programs the entire task alone).
Suppose for ALL tasks, pair programming makes coding 20% slower but results in 60% fewer defects. For example, a task —
that takes one programmer 10 hours to complete — would take a pair of two programmers 12 hours to complete (i.e., two
programmers are pair programming together for the entire 12 hours). On the other hand, given a task, suppose one
programmer writes a program to solve this task that has 10 bugs. If two programmers pair programs together, they would
write a program that solves the same task and that has 4 bugs.
In the context of this question, when pair programming, we allow two programmers to write the program together, however,
when fixing bugs/defects, each programmer will do it individually. In other words, in terms of fixing defects, there is no
difference between pair programming and individual programming: a defect is always fixed by one programmer.
The hourly rate for each programmer would be $50. That is, if a task takes one individual programmer 10 hours to code up,
the cost is $500 (i.e., we need to pay the programmer $500). On the other hand, if two programmers pair program for 10
hours, the total cost would be $1,000 (i.e., each programmer gets paid $500). As for fixing defects, if a defect takes one
programmer 1 hour to fix, the programmer would get paid $50.
The following tables detail the specifications for each task. In particular, for each task, it gives:
a. Program Size (LOC): the total lines of code (LOC). Note that, for the purpose of this question, pair programming and
individual programming will produce programs of the same size.
b. Coding Speed (LOC / hour): the number of lines of code per hour that one programmer can write for the task.
c. Defect Rate (#defects / KLOC): the number of defects produced per one thousand lines of code, assuming one
programmer is working on the task alone.
d. Defect Fixing Rate (#hours / defect): the number of hours for one programmer to fix one defect.
In each answer box, enter either ""Individual"" or ""Pair"" as your answer.

Program Size (LOC) = 100,000 
Coding Speed (LOC / hour) = 50
Defect Rate (#defects / KLOC) = 20
Defect Fixing Rate (#hours / defect) = 10","As individuals: 2000 hr coding + 20000 hr fixing defects = 22000 hr As pairs: 2400 hr coding + 8000 hr fixing defects = 10400
hr Cost for individuals = 22000 hr * 50 = $1,100,000 Cost for pairs = 10,400 hr * 100 = $1,040,000 Answer: pair",Hard,'
861,SWE,"You need to decide whether or not to employ pair programming (i.e., two programmers code up the task together) for a series
of tasks. You will only opt in for pair programming if it leads to an overall lower cost ($$). Otherwise, you would choose to use
individual programming (i.e., one developer programs the entire task alone).
Suppose for ALL tasks, pair programming makes coding 20% slower but results in 60% fewer defects. For example, a task —
that takes one programmer 10 hours to complete — would take a pair of two programmers 12 hours to complete (i.e., two
programmers are pair programming together for the entire 12 hours). On the other hand, given a task, suppose one
programmer writes a program to solve this task that has 10 bugs. If two programmers pair programs together, they would
write a program that solves the same task and that has 4 bugs.
In the context of this question, when pair programming, we allow two programmers to write the program together, however,
when fixing bugs/defects, each programmer will do it individually. In other words, in terms of fixing defects, there is no
difference between pair programming and individual programming: a defect is always fixed by one programmer.
The hourly rate for each programmer would be $50. That is, if a task takes one individual programmer 10 hours to code up,
the cost is $500 (i.e., we need to pay the programmer $500). On the other hand, if two programmers pair program for 10
hours, the total cost would be $1,000 (i.e., each programmer gets paid $500). As for fixing defects, if a defect takes one
programmer 1 hour to fix, the programmer would get paid $50.
The following tables detail the specifications for each task. In particular, for each task, it gives:
a. Program Size (LOC): the total lines of code (LOC). Note that, for the purpose of this question, pair programming and
individual programming will produce programs of the same size.
b. Coding Speed (LOC / hour): the number of lines of code per hour that one programmer can write for the task.
c. Defect Rate (#defects / KLOC): the number of defects produced per one thousand lines of code, assuming one
programmer is working on the task alone.
d. Defect Fixing Rate (#hours / defect): the number of hours for one programmer to fix one defect.
In each answer box, enter either ""Individual"" or ""Pair"" as your answer.

Program Size (LOC) = 100,000 
Coding Speed (LOC / hour) = 100
Defect Rate (#defects / KLOC) = 10
Defect Fixing Rate (#hours / defect) = 2","As individuals: 1000 hr coding + 2000 hr fixing defects = 3000 hr As pairs: 1200 hr coding + 400 hr fixing defects = 1600 hr
Cost for individuals = 3000 hr * 50 = $150,000 Cost for pairs = 1600 hr * 100 = $160,000 Answer: individual",Hard,'
862,SWE,"You are working on a multi-threaded C++ codebase with many lock and unlocks. In every function or method,
there are many if statements that check for errors that result in an early return, many of which are obscure and expected to
almost never happen. You just learned that you need to call unlock before all return statements, and the only reason you’ve
not yet run into any issues is because you only forgot to unlock in some of these error checks. You want to use dynamic
analysis to identify inputs that cause these problems. Is this a good technique, or is there a better one for this scenario? In
addition, please indicate which dynamic analysis from the lecture or readings you think would be the 'best' fit for this situation.
Justify your answer. Limit your answer to no more than five sentences.","Static analysis should be preferred since whether a lock is unlocked can be traced at every `if-return`. Dynamic analysis can be
justified, but static analysis is preferred because errors that induce these early returns are rare so dynamic analysis is unlikely
to find them, and even if they do, dynamic analysis tools for lock/unlock raise many false positives.",Medium,'
